STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,airpol,Air pollutants and greenhouse gases,indic_env,Environment indicator,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,IT,Italy,2014,,7383.9097,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,IT,Italy,2015,,7560.15453,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,IT,Italy,2016,,7510.82968,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,IT,Italy,2017,,7472.58879,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,IT,Italy,2018,,7362.62657,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,IT,Italy,2019,,7248.62884,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,IT,Italy,2020,,6527.83585,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,IT,Italy,2021,,7133.9137,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,IT,Italy,2022,,7191.10813,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,IT,Italy,2023,,6769.5552,,e,estimated,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,LT,Lithuania,2014,,7624.39873,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,LT,Lithuania,2015,,7913.55055,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,LT,Lithuania,2016,,8101.51437,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,LT,Lithuania,2017,,8493.90816,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,LT,Lithuania,2018,,8860.59269,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,LT,Lithuania,2019,,9064.4563,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,LT,Lithuania,2020,,9626.97137,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,LT,Lithuania,2021,,9676.97106,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,LT,Lithuania,2022,,9028.00734,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,LT,Lithuania,2023,,8749.06227,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,LU,Luxembourg,2014,,16595.53289,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,LU,Luxembourg,2015,,17968.5461,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,LU,Luxembourg,2016,,17486.51106,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,LU,Luxembourg,2017,,17087.65078,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,LU,Luxembourg,2018,,16820.53886,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,LU,Luxembourg,2019,,17248.81022,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,LU,Luxembourg,2020,,15702.47058,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,LU,Luxembourg,2021,,15542.97102,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,LU,Luxembourg,2022,,14204.60392,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,LU,Luxembourg,2023,,13615.95669,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,LV,Latvia,2014,,6176.19196,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,LV,Latvia,2015,,6328.89488,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,LV,Latvia,2016,,6354.53737,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,LV,Latvia,2017,,6555.22219,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,LV,Latvia,2018,,6867.35649,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,LV,Latvia,2019,,6920.5707,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,LV,Latvia,2020,,6156.03309,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,LV,Latvia,2021,,6410.9507,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,LV,Latvia,2022,,6182.32916,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,LV,Latvia,2023,,6234.90515,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,MT,Malta,2014,,7183.03647,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,MT,Malta,2015,,5433.60863,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,MT,Malta,2016,,4594.88357,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,MT,Malta,2017,,4827.37298,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,MT,Malta,2018,,4946.56724,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,MT,Malta,2019,,6060.83929,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,MT,Malta,2020,,5354.05087,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,MT,Malta,2021,,6335.36383,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,MT,Malta,2022,,7304.67482,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,MT,Malta,2023,,7020.96421,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,NL,Netherlands,2014,,12345.09294,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,NL,Netherlands,2015,,12729.04,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,NL,Netherlands,2016,,12670.05333,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,NL,Netherlands,2017,,12399.05271,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,NL,Netherlands,2018,,11981.82818,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,NL,Netherlands,2019,,11675.83948,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,NL,Netherlands,2020,,10344.65386,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,NL,Netherlands,2021,,10515.00746,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,NL,Netherlands,2022,,9839.65481,,,,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,NL,Netherlands,2023,,9121.98681,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ENV_AC_AIBRID_R2(1.0),Air emissions accounts totals bridging to emission inventory totals,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",AEMIS_RES,Air emissions by resident units (production activities and households),KG_HAB,Kilograms per capita,NO,Norway,2014,,13304.96463,,,,,
